S1,global,2021-10-22,3718
S1,global,2021-10-23,3387
S1,global,2021-10-24,3576
S1,global,2021-10-25,3496
S1,global,2021-10-26,3389
S1,global,2021-10-27,3426
S1,global,2021-10-28,3196
S1,global,2021-10-29,3476
S1,global,2021-10-30,3626
S1,global,2021-10-31,3310
S1,global,2021-11-01,4153
S1,global,2021-11-02,2737
S1,global,2021-11-03,825
S2L1C,global,2021-10-22,10748
S2L1C,global,2021-10-23,10671
S2L1C,global,2021-10-24,10453
S2L1C,global,2021-10-25,10553
S2L1C,global,2021-10-26,10349
S2L1C,global,2021-10-27,10260
S2L1C,global,2021-10-28,9904
S2L1C,global,2021-10-29,10082
S2L1C,global,2021-10-30,10103
S2L1C,global,2021-10-31,10024
S2L1C,global,2021-11-01,9389
S2L1C,global,2021-11-02,10063
S2L1C,global,2021-11-03,9304
S2L2A,global,2021-10-22,10639
S2L2A,global,2021-10-23,10671
S2L2A,global,2021-10-24,10453
S2L2A,global,2021-10-25,10411
S2L2A,global,2021-10-26,10349
S2L2A,global,2021-10-27,10260
S2L2A,global,2021-10-28,9904
S2L2A,global,2021-10-29,10082
S2L2A,global,2021-10-30,10103
S2L2A,global,2021-10-31,10024
S2L2A,global,2021-11-01,9389
S2L2A,global,2021-11-02,10063
S2L2A,global,2021-11-03,9262
S3,global,2021-10-22,8502
S3,global,2021-10-23,8547
S3,global,2021-10-24,8685
S3,global,2021-10-25,8699
S3,global,2021-10-26,8676
S3,global,2021-10-27,8658
S3,global,2021-10-28,8655
S3,global,2021-10-29,8674
S3,global,2021-10-30,8629
S3,global,2021-10-31,8611
S3,global,2021-11-01,8667
S3,global,2021-11-02,8251
S3,global,2021-11-03,4257
S5p,global,2021-10-22,1762
S5p,global,2021-10-23,1747
S5p,global,2021-10-24,1729
S5p,global,2021-10-25,1684
S5p,global,2021-10-26,1579
S5p,global,2021-10-27,1735
S5p,global,2021-10-28,1709
S5p,global,2021-10-29,1718
S5p,global,2021-10-30,1710
S5p,global,2021-10-31,1694
S5p,global,2021-11-01,1703
S5p,global,2021-11-02,1661
S5p,global,2021-11-03,1569
S1,colhub_aoi,2021-10-22,500
S1,colhub_aoi,2021-10-23,515
S1,colhub_aoi,2021-10-24,438
S1,colhub_aoi,2021-10-25,443
S1,colhub_aoi,2021-10-26,461
S1,colhub_aoi,2021-10-27,471
S1,colhub_aoi,2021-10-28,455
S1,colhub_aoi,2021-10-29,470
S1,colhub_aoi,2021-10-30,487
S1,colhub_aoi,2021-10-31,450
S1,colhub_aoi,2021-11-01,521
S1,colhub_aoi,2021-11-02,439
S1,colhub_aoi,2021-11-03,161
S2L1C,colhub_aoi,2021-10-22,489
S2L1C,colhub_aoi,2021-10-23,516
S2L1C,colhub_aoi,2021-10-24,497
S2L1C,colhub_aoi,2021-10-25,493
S2L1C,colhub_aoi,2021-10-26,447
S2L1C,colhub_aoi,2021-10-27,461
S2L1C,colhub_aoi,2021-10-28,447
S2L1C,colhub_aoi,2021-10-29,390
S2L1C,colhub_aoi,2021-10-30,436
S2L1C,colhub_aoi,2021-10-31,410
S2L1C,colhub_aoi,2021-11-01,388
S2L1C,colhub_aoi,2021-11-02,380
S2L1C,colhub_aoi,2021-11-03,362
S2L2A,colhub_aoi,2021-10-22,489
S2L2A,colhub_aoi,2021-10-23,516
S2L2A,colhub_aoi,2021-10-24,497
S2L2A,colhub_aoi,2021-10-25,493
S2L2A,colhub_aoi,2021-10-26,447
S2L2A,colhub_aoi,2021-10-27,461
S2L2A,colhub_aoi,2021-10-28,447
S2L2A,colhub_aoi,2021-10-29,390
S2L2A,colhub_aoi,2021-10-30,436
S2L2A,colhub_aoi,2021-10-31,410
S2L2A,colhub_aoi,2021-11-01,388
S2L2A,colhub_aoi,2021-11-02,380
S2L2A,colhub_aoi,2021-11-03,362
S3,colhub_aoi,2021-10-22,812
S3,colhub_aoi,2021-10-23,829
S3,colhub_aoi,2021-10-24,814
S3,colhub_aoi,2021-10-25,791
S3,colhub_aoi,2021-10-26,808
S3,colhub_aoi,2021-10-27,820
S3,colhub_aoi,2021-10-28,813
S3,colhub_aoi,2021-10-29,776
S3,colhub_aoi,2021-10-30,793
S3,colhub_aoi,2021-10-31,787
S3,colhub_aoi,2021-11-01,796
S3,colhub_aoi,2021-11-02,733
S3,colhub_aoi,2021-11-03,312
S5p,colhub_aoi,2021-10-22,462
S5p,colhub_aoi,2021-10-23,454
S5p,colhub_aoi,2021-10-24,443
S5p,colhub_aoi,2021-10-25,400
S5p,colhub_aoi,2021-10-26,292
S5p,colhub_aoi,2021-10-27,386
S5p,colhub_aoi,2021-10-28,365
S5p,colhub_aoi,2021-10-29,342
S5p,colhub_aoi,2021-10-30,342
S5p,colhub_aoi,2021-10-31,358
S5p,colhub_aoi,2021-11-01,377
S5p,colhub_aoi,2021-11-02,334
S5p,colhub_aoi,2021-11-03,231
S1,global,2021-11-02,3360
S1,global,2021-11-03,1617
S1,global,2021-11-04,624
S2L1C,global,2021-11-02,10063
S2L1C,global,2021-11-03,9304
S2L1C,global,2021-11-04,6647
S2L2A,global,2021-11-02,10063
S2L2A,global,2021-11-03,9304
S2L2A,global,2021-11-04,6647
S3,global,2021-11-02,8672
S3,global,2021-11-03,7313
S3,global,2021-11-04,3851
S5p,global,2021-11-02,1702
S5p,global,2021-11-03,1665
S5p,global,2021-11-04,1553
S1,colhub_aoi,2021-11-02,479
S1,colhub_aoi,2021-11-03,290
S1,colhub_aoi,2021-11-04,133
S2L1C,colhub_aoi,2021-11-02,380
S2L1C,colhub_aoi,2021-11-03,362
S2L1C,colhub_aoi,2021-11-04,276
S2L2A,colhub_aoi,2021-11-02,380
S2L2A,colhub_aoi,2021-11-03,362
S2L2A,colhub_aoi,2021-11-04,276
S3,colhub_aoi,2021-11-02,758
S3,colhub_aoi,2021-11-03,665
S3,colhub_aoi,2021-11-04,306
S5p,colhub_aoi,2021-11-02,341
S5p,colhub_aoi,2021-11-03,324
S5p,colhub_aoi,2021-11-04,240
S1,global,2021-11-03,2053
S1,global,2021-11-04,1349
S1,global,2021-11-05,1308
S2L1C,global,2021-11-03,9692
S2L1C,global,2021-11-04,6789
S2L1C,global,2021-11-05,6671
S2L2A,global,2021-11-03,9692
S2L2A,global,2021-11-04,6789
S2L2A,global,2021-11-05,6660
S3,global,2021-11-03,8632
S3,global,2021-11-04,7418
S3,global,2021-11-05,3801
S5p,global,2021-11-03,1726
S5p,global,2021-11-04,1622
S5p,global,2021-11-05,1510
S1,colhub_aoi,2021-11-03,365
S1,colhub_aoi,2021-11-04,290
S1,colhub_aoi,2021-11-05,276
S2L1C,colhub_aoi,2021-11-03,362
S2L1C,colhub_aoi,2021-11-04,276
S2L1C,colhub_aoi,2021-11-05,303
S2L2A,colhub_aoi,2021-11-03,362
S2L2A,colhub_aoi,2021-11-04,276
S2L2A,colhub_aoi,2021-11-05,303
S3,colhub_aoi,2021-11-03,795
S3,colhub_aoi,2021-11-04,653
S3,colhub_aoi,2021-11-05,317
S5p,colhub_aoi,2021-11-03,341
S5p,colhub_aoi,2021-11-04,307
S5p,colhub_aoi,2021-11-05,240
S1,global,2021-11-04,1353
S1,global,2021-11-05,1474
S1,global,2021-11-06,1610
S2L1C,global,2021-11-04,7044
S2L1C,global,2021-11-05,6671
S2L1C,global,2021-11-06,7248
S2L2A,global,2021-11-04,7044
S2L2A,global,2021-11-05,6666
S2L2A,global,2021-11-06,7242
S3,global,2021-11-04,8633
S3,global,2021-11-05,7441
S3,global,2021-11-06,3769
S5p,global,2021-11-04,1710
S5p,global,2021-11-05,1592
S5p,global,2021-11-06,1511
S1,colhub_aoi,2021-11-04,290
S1,colhub_aoi,2021-11-05,282
S1,colhub_aoi,2021-11-06,272
S2L1C,colhub_aoi,2021-11-04,276
S2L1C,colhub_aoi,2021-11-05,303
S2L1C,colhub_aoi,2021-11-06,299
S2L2A,colhub_aoi,2021-11-04,276
S2L2A,colhub_aoi,2021-11-05,303
S2L2A,colhub_aoi,2021-11-06,299
S3,colhub_aoi,2021-11-04,772
S3,colhub_aoi,2021-11-05,671
S3,colhub_aoi,2021-11-06,296
S5p,colhub_aoi,2021-11-04,350
S5p,colhub_aoi,2021-11-05,309
S5p,colhub_aoi,2021-11-06,214
S1,global,2021-11-05,1562
S1,global,2021-11-06,1820
S1,global,2021-11-07,1208
S2L1C,global,2021-11-05,6671
S2L1C,global,2021-11-06,7248
S2L1C,global,2021-11-07,7408
S2L2A,global,2021-11-05,6666
S2L2A,global,2021-11-06,7251
S2L2A,global,2021-11-07,7401
S3,global,2021-11-05,8632
S3,global,2021-11-06,7720
S3,global,2021-11-07,3730
S5p,global,2021-11-05,1678
S5p,global,2021-11-06,1592
S5p,global,2021-11-07,1559
S1,colhub_aoi,2021-11-05,282
S1,colhub_aoi,2021-11-06,284
S1,colhub_aoi,2021-11-07,257
S2L1C,colhub_aoi,2021-11-05,303
S2L1C,colhub_aoi,2021-11-06,299
S2L1C,colhub_aoi,2021-11-07,335
S2L2A,colhub_aoi,2021-11-05,303
S2L2A,colhub_aoi,2021-11-06,299
S2L2A,colhub_aoi,2021-11-07,335
S3,colhub_aoi,2021-11-05,784
S3,colhub_aoi,2021-11-06,674
S3,colhub_aoi,2021-11-07,306
S5p,colhub_aoi,2021-11-05,339
S5p,colhub_aoi,2021-11-06,274
S5p,colhub_aoi,2021-11-07,220
S1,global,2021-11-06,3210
S1,global,2021-11-07,3440
S1,global,2021-11-08,3123
S2L1C,global,2021-11-06,7251
S2L1C,global,2021-11-07,7435
S2L1C,global,2021-11-08,7527
S2L2A,global,2021-11-06,7251
S2L2A,global,2021-11-07,7435
S2L2A,global,2021-11-08,7308
S3,global,2021-11-06,8650
S3,global,2021-11-07,7495
S3,global,2021-11-08,3787
S5p,global,2021-11-06,1678
S5p,global,2021-11-07,1650
S5p,global,2021-11-08,1544
S1,colhub_aoi,2021-11-06,400
S1,colhub_aoi,2021-11-07,462
S1,colhub_aoi,2021-11-08,444
S2L1C,colhub_aoi,2021-11-06,299
S2L1C,colhub_aoi,2021-11-07,337
S2L1C,colhub_aoi,2021-11-08,195
S2L2A,colhub_aoi,2021-11-06,299
S2L2A,colhub_aoi,2021-11-07,337
S2L2A,colhub_aoi,2021-11-08,195
S3,colhub_aoi,2021-11-06,754
S3,colhub_aoi,2021-11-07,686
S3,colhub_aoi,2021-11-08,304
S5p,colhub_aoi,2021-11-06,315
S5p,colhub_aoi,2021-11-07,283
S5p,colhub_aoi,2021-11-08,255
S1,global,2021-11-07,3541
S1,global,2021-11-08,3601
S1,global,2021-11-09,3217
S2L1C,global,2021-11-07,7435
S2L1C,global,2021-11-08,7527
S2L1C,global,2021-11-09,6716
S2L2A,global,2021-11-07,7435
S2L2A,global,2021-11-08,7543
