S1,global,2021-10-22,3718
S1,global,2021-10-23,3387
S1,global,2021-10-24,3576
S1,global,2021-10-25,3496
S1,global,2021-10-26,3389
S1,global,2021-10-27,3426
S1,global,2021-10-28,3196
S1,global,2021-10-29,3476
S1,global,2021-10-30,3626
S1,global,2021-10-31,3310
S1,global,2021-11-01,4159
S1,global,2021-11-02,3360
S1,global,2021-11-03,2053
S1,global,2021-11-04,1353
S1,global,2021-11-05,1563
S1,global,2021-11-06,3182
S1,global,2021-11-07,3541
S1,global,2021-11-08,3952
S1,global,2021-11-09,3982
S1,global,2021-11-10,4082
S1,global,2021-11-11,3646
S1,global,2021-11-12,3689
S1,global,2021-11-13,4302
S1,global,2021-11-14,4064
S1,global,2021-11-15,4228
S1,global,2021-11-16,2750
S1,global,2021-11-17,4218
S1,global,2021-11-18,6115
S1,global,2021-11-19,4692
S1,global,2021-11-20,4075
S1,global,2021-11-21,4105
S1,global,2021-11-22,4030
S1,global,2021-11-23,4084
S1,global,2021-11-24,3812
S1,global,2021-11-25,3979
S1,global,2021-11-26,3954
S1,global,2021-11-27,4230
S1,global,2021-11-28,3968
S1,global,2021-11-29,3813
S1,global,2021-11-30,3750
S1,global,2021-12-01,4002
S1,global,2021-12-02,3973
S1,global,2021-12-03,4047
S1,global,2021-12-04,3966
S1,global,2021-12-05,4032
S1,global,2021-12-06,3865
S1,global,2021-12-07,4427
S1,global,2021-12-08,3986
S1,global,2021-12-09,4207
S1,global,2021-12-10,3927
S1,global,2021-12-11,4219
S1,global,2021-12-12,4220
S1,global,2021-12-13,5133
S1,global,2021-12-14,4273
S1,global,2021-12-15,3919
S1,global,2021-12-16,4178
S1,global,2021-12-17,4087
S1,global,2021-12-18,3986
S1,global,2021-12-19,4225
S1,global,2021-12-20,3995
S1,global,2021-12-21,4311
S1,global,2021-12-22,3822
S1,global,2021-12-23,2916
S1,global,2021-12-24,1595
S1,global,2021-12-25,1135
S1,global,2021-12-26,2112
S1,global,2021-12-27,2139
S1,global,2021-12-28,2787
S1,global,2021-12-29,2211
S1,global,2021-12-30,2093
S1,global,2021-12-31,2363
S1,global,2022-01-01,2352
S1,global,2022-01-02,2261
S1,global,2022-01-03,1968
S1,global,2022-01-04,2274
S1,global,2022-01-05,2211
S1,global,2022-01-06,2181
S1,global,2022-01-07,2351
S1,global,2022-01-08,2037
S1,global,2022-01-09,2342
S1,global,2022-01-10,2274
S1,global,2022-01-11,2168
S1,global,2022-01-12,1967
S1,global,2022-01-13,1675
S1,global,2022-01-14,2256
S1,global,2022-01-15,1968
S1,global,2022-01-16,2278
S1,global,2022-01-17,2209
S1,global,2022-01-18,1694
S1,global,2022-01-19,2008
S1,global,2022-01-20,2133
S1,global,2022-01-21,2352
S1,global,2022-01-22,2265
S1,global,2022-01-23,2270
S1,global,2022-01-24,2407
S1,global,2022-01-25,2269
S1,global,2022-01-26,2357
S1,global,2022-01-27,2060
S1,global,2022-01-28,2336
S1,global,2022-01-29,2224
S1,global,2022-01-30,2251
S1,global,2022-01-31,2106
S1,global,2022-02-01,2188
S1,global,2022-02-02,2193
S1,global,2022-02-03,2165
S1,global,2022-02-04,2208
S1,global,2022-02-05,2408
S1,global,2022-02-06,2278
S1,global,2022-02-07,2267
S1,global,2022-02-08,2130
S1,global,2022-02-09,2298
S1,global,2022-02-10,1835
S1,global,2022-02-11,2142
S1,global,2022-02-12,2140
S1,global,2022-02-13,2171
S1,global,2022-02-14,2277
S1,global,2022-02-15,2253
S1,global,2022-02-16,2227
S1,global,2022-02-17,2330
S1,global,2022-02-18,2128
S1,global,2022-02-19,2319
S1,global,2022-02-20,2280
S1,global,2022-02-21,2243
S1,global,2022-02-22,1162
S1,global,2022-02-23,2252
S1,global,2022-02-24,2621
S1,global,2022-02-25,3568
S1,global,2022-02-26,2336
S1,global,2022-02-27,2231
S1,global,2022-02-28,2204
S1,global,2022-03-01,1878
S1,global,2022-03-02,1124
S1,global,2022-03-03,2385
S1,global,2022-03-04,2237
S1,global,2022-03-05,2329
S1,global,2022-03-06,2218
S1,global,2022-03-07,2222
S1,global,2022-03-08,2162
S1,global,2022-03-09,2136
S1,global,2022-03-10,2293
S1,global,2022-03-11,2302
S1,global,2022-03-12,2213
S1,global,2022-03-13,3101
S1,global,2022-03-14,3599
S1,global,2022-03-15,2331
S1,global,2022-03-16,2130
S1,global,2022-03-17,2325
S1,global,2022-03-18,2221
S1,global,2022-03-19,2157
S1,global,2022-03-20,2134
S1,global,2022-03-21,2225
S1,global,2022-03-22,2354
S1,global,2022-03-23,2231
S1,global,2022-03-24,2192
S1,global,2022-03-25,2338
S1,global,2022-03-26,2325
S1,global,2022-03-27,2324
S1,global,2022-03-28,2095
S1,global,2022-03-29,2310
S1,global,2022-03-30,2242
S1,global,2022-03-31,2148
S1,global,2022-04-01,1984
S1,global,2022-04-02,2416
S1,global,2022-04-03,2389
S1,global,2022-04-04,2226
S1,global,2022-04-05,2188
S1,global,2022-04-06,2368
S1,global,2022-04-07,1866
S1,global,2022-04-08,2294
S1,global,2022-04-09,1987
S1,global,2022-04-10,2217
S1,global,2022-04-11,2065
S1,global,2022-04-12,2160
S1,global,2022-04-13,1853
S1,global,2022-04-14,1482
S1,global,2022-04-15,1420
S1,global,2022-04-16,214
S1,global,2022-04-17,2242
S1,global,2022-04-18,2342
S1,global,2022-04-19,2087
S1,global,2022-04-20,2383
S1,global,2022-04-21,2114
S1,global,2022-04-22,2322
S1,global,2022-04-23,2207
S1,global,2022-04-24,2019
S1,global,2022-04-25,1095
S1,global,2022-04-26,2167
S1,global,2022-04-27,2407
S1,global,2022-04-28,2123
S1,global,2022-04-29,2265
S1,global,2022-04-30,2371
S1,global,2022-05-01,2326
S1,global,2022-05-02,2334
S1,global,2022-05-03,2083
S1,global,2022-05-04,2391
S1,global,2022-05-05,2194
S1,global,2022-05-06,2191
S1,global,2022-05-07,2223
S1,global,2022-05-08,2183
S1,global,2022-05-09,2310
S1,global,2022-05-10,2073
S1,global,2022-05-11,2064
S1,global,2022-05-12,1469
S1,global,2022-05-13,2064
S1,global,2022-05-14,2137
S1,global,2022-05-15,1956
S1,global,2022-05-16,1808
S1,global,2022-05-17,1875
S1,global,2022-05-18,2037
S1,global,2022-05-19,2100
S1,global,2022-05-20,1963
S1,global,2022-05-21,2122
S1,global,2022-05-22,2042
S1,global,2022-05-23,1339
S1,global,2022-05-24,1451
S1,global,2022-05-25,2074
S1,global,2022-05-26,2079
S1,global,2022-05-27,1969
S1,global,2022-05-28,2112
S1,global,2022-05-29,1994
S1,global,2022-05-30,2034
S1,global,2022-05-31,2048
S1,global,2022-06-01,1951
S1,global,2022-06-02,2110
S1,global,2022-06-03,2045
S1,global,2022-06-04,2064
S1,global,2022-06-05,2132
S1,global,2022-06-06,2107
S1,global,2022-06-07,2150
S1,global,2022-06-08,1946
S1,global,2022-06-09,2024
S1,global,2022-06-10,1906
S1,global,2022-06-11,2031
S1,global,2022-06-12,2104
S1,global,2022-06-13,1962
S1,global,2022-06-14,2139
S1,global,2022-06-15,2038
S1,global,2022-06-16,2024
S1,global,2022-06-17,2157
S1,global,2022-06-18,2054
S1,global,2022-06-19,2141
S1,global,2022-06-20,1943
S1,global,2022-06-21,2213
S1,global,2022-06-22,1876
S1,global,2022-06-23,2023
S1,global,2022-06-24,2100
S1,global,2022-06-25,1946
S1,global,2022-06-26,2013
S1,global,2022-06-27,2042
S1,global,2022-06-28,2059
S1,global,2022-06-29,2118
S1,global,2022-06-30,2051
S1,global,2022-07-01,2161
S1,global,2022-07-02,1957
S1,global,2022-07-03,2187
S1,global,2022-07-04,1937
S1,global,2022-07-05,2023
S1,global,2022-07-06,2097
S1,global,2022-07-07,1901
S1,global,2022-07-08,2057
S1,global,2022-07-09,1629
S1,global,2022-07-10,1048
S1,global,2022-07-11,2031
S1,global,2022-07-12,2085
S1,global,2022-07-13,2161
S1,global,2022-07-14,1912
S1,global,2022-07-15,2195
S1,global,2022-07-16,1991
S1,global,2022-07-17,2017
S1,global,2022-07-18,2077
S1,global,2022-07-19,1947
S1,global,2022-07-20,2112
S1,global,2022-07-21,2010
S1,global,2022-07-22,2085
S1,global,2022-07-23,2014
S1,global,2022-07-24,2084
S1,global,2022-07-25,2168
S1,global,2022-07-26,1962
S1,global,2022-07-27,2179
S1,global,2022-07-28,1932
S1,global,2022-07-29,2031
S1,global,2022-07-30,2050
S1,global,2022-07-31,1956
S1,global,2022-08-01,2105
S1,global,2022-08-02,2056
S1,global,2022-08-03,2000
S1,global,2022-08-04,2106
S1,global,2022-08-05,2058
S1,global,2022-08-06,1946
S1,global,2022-08-07,1300
S1,global,2022-08-08,2243
S1,global,2022-08-09,2179
S1,global,2022-08-10,2237
S1,global,2022-08-11,2190
S1,global,2022-08-12,2178
S1,global,2022-08-13,2326
S1,global,2022-08-14,2176
S1,global,2022-08-15,2193
S1,global,2022-08-16,2337
S1,global,2022-08-17,2130
S1,global,2022-08-18,2285
S1,global,2022-08-19,2030
S1,global,2022-08-20,2378
S1,global,2022-08-21,2249
S1,global,2022-08-22,2078
S1,global,2022-08-23,2109
S1,global,2022-08-24,1437
S1,global,2022-08-25,2341
S1,global,2022-08-26,2232
S1,global,2022-08-27,2269
S1,global,2022-08-28,2201
S1,global,2022-08-29,2283
S1,global,2022-08-30,2369
S1,global,2022-08-31,1758
S1,global,2022-09-01,2288
S1,global,2022-09-02,2221
S1,global,2022-09-03,2182
S1,global,2022-09-04,2207
S1,global,2022-09-05,2156
S1,global,2022-09-06,2436
S1,global,2022-09-07,2131
S1,global,2022-09-08,2112
S1,global,2022-09-09,1617
S1,global,2022-09-10,2292
S1,global,2022-09-11,2371
S1,global,2022-09-12,2068
S1,global,2022-09-13,2379
S1,global,2022-09-14,2277
S1,global,2022-09-15,2176
S1,global,2022-09-16,2214
S1,global,2022-09-17,2145
S1,global,2022-09-18,2369
S1,global,2022-09-19,2210
S1,global,2022-09-20,2266
S1,global,2022-09-21,2247
S1,global,2022-09-22,2204
S1,global,2022-09-23,2363
S1,global,2022-09-24,2111
S1,global,2022-09-25,2381
S1,global,2022-09-26,2277
S1,global,2022-09-27,2187
S1,global,2022-09-28,2220
S1,global,2022-09-29,2118
S1,global,2022-09-30,2371
S1,global,2022-10-01,2068
S1,global,2022-10-02,2273
S1,global,2022-10-03,2331
S1,global,2022-10-04,2275
S1,global,2022-10-05,2303
S1,global,2022-10-06,2063
S1,global,2022-10-07,2297
S1,global,2022-10-08,2260
S1,global,2022-10-09,2178
S1,global,2022-10-10,2209
S1,global,2022-10-11,2214
S1,global,2022-10-12,2366
S1,global,2022-10-13,2144
S1,global,2022-10-14,1892
S1,global,2022-10-15,1561
S1,global,2022-10-16,1721
S1,global,2022-10-17,1619
S1,global,2022-10-18,1676
